Date,DAX,Dow Jones,NASDAQ Composite,S&P 500
2019-08-14,11758.75,26035.08,7877.33,2894.15
2019-08-15,11522.46,25514.25,7790.2,2846.2
2019-08-16,11460.65,25678.17,7828.35,2864.74
2019-08-19,11679.72,26020.06,8006.18,2913.48
2019-08-20,11711.78,26086.86,7989.36,2919.01
2019-08-21,11673.66,26145.36,8017.07,2922.04
2019-08-22,11756.21,26271.64,8038.79,2930.94
2019-08-23,11805.48,26134.21,7943.65,2911.07
2019-08-26,11619.66,25826.05,7829.58,2866.7
2019-08-27,11638.51,26014.46,7908.78,2893.14
2019-08-28,11704.67,25712.99,7798.35,2861.28
2019-08-29,11686.84,26249.09,7945.78,2910.37
2019-08-30,11850.3,26476.39,8015.16,2937.09
2019-09-02,11939.99,26476.39,8015.16,2937.09
2019-09-03,11921.94,26198.26,7906.44,2909.01
2019-09-04,12043.96,26301.99,7949.81,2924.67
2019-09-05,12117.9,26603.15,8061.29,2960.6
2019-09-06,12146.0,26790.25,8125.58,2980.33
2019-09-09,12210.87,26866.23,8130.91,2988.43
2019-09-10,12210.88,26805.83,8049.98,2971.01
2019-09-11,12341.84,26928.05,8091.68,2981.41
2019-09-12,12399.4,27197.32,8206.58,3009.08
2019-09-13,12412.72,27216.67,8190.57,3012.21
2019-09-16,12387.68,27146.06,8121.64,2996.41
2019-09-17,12370.96,27010.12,8148.65,2995.67
2019-09-18,12361.23,27075.39,8174.62,3001.5
2019-09-19,12355.92,27186.05,8193.59,3010.36
2019-09-20,12462.57,27102.18,8184.88,3008.42
2019-09-23,12432.3,26851.45,8106.49,2983.5
2019-09-24,12368.96,27034.07,8147.23,3002.43
2019-09-25,12250.08,26866.71,7990.66,2968.35
2019-09-26,12227.77,27004.11,8070.12,2985.73
2019-09-27,12327.79,26987.26,8047.11,2985.47
2019-09-30,12367.81,26852.33,7964.09,2967.07
2019-10-01,12469.67,26962.54,8026.83,2983.69
2019-10-02,12221.74,26425.86,7851.13,2924.78
2019-10-03,12221.74,26039.02,7787.02,2885.38
2019-10-04,11958.31,26271.7,7908.44,2918.56
2019-10-07,12008.77,26502.33,7956.41,2944.23
2019-10-08,12097.89,26276.59,7898.27,2920.4
2019-10-09,11973.82,26308.23,7895.96,2911.1
2019-10-10,12082.89,26317.35,7904.56,2918.55
2019-10-11,12248.88,26694.2,8047.34,2963.07
2019-10-14,12468.78,26766.43,8044.35,2965.81
2019-10-15,12565.68,26811.2,8074.85,2973.61
2019-10-16,12644.18,26972.31,8119.81,2989.68
2019-10-17,12655.32,27032.38,8176.91,3000.77
2019-10-18,12637.01,27004.49,8149.85,2996.84
2019-10-21,12661.93,26852.67,8137.42,2996.48
2019-10-22,12757.73,26850.43,8188.12,3010.73
2019-10-23,12702.92,26835.24,8090.24,2994.01
2019-10-24,12860.63,26893.93,8180.04,3014.78
2019-10-25,12886.42,26789.61,8150.59,3003.32
2019-10-28,12897.4,27040.33,8285.77,3032.12
2019-10-29,12946.34,27061.07,8313.35,3035.39
2019-10-30,12929.42,27110.71,8284.28,3039.74
2019-10-31,12937.59,27188.37,8314.38,3046.9
2019-11-01,12912.09,27142.95,8335.05,3050.72
2019-11-04,13022.95,27402.06,8445.5,3078.96
2019-11-05,13134.33,27500.23,8446.62,3080.8
2019-11-06,13150.94,27502.74,8426.57,3075.1
2019-11-07,13258.26,27590.16,8455.11,3087.02
2019-11-08,13248.62,27686.2,8422.67,3081.25
2019-11-11,13170.18,27580.66,8431.26,3080.33
2019-11-12,13243.53,27701.59,8471.07,3089.28
2019-11-13,13244.05,27622.04,8455.02,3084.18
2019-11-14,13198.33,27757.2,8461.06,3090.75
2019-11-15,13261.72,27843.54,8524.48,3107.92
2019-11-18,13255.78,27993.22,8529.16,3117.91
2019-11-19,13235.28,28079.76,8578.02,3127.45
2019-11-20,13127.45,27879.55,8543.57,3114.66
2019-11-21,13083.0,27820.28,8527.87,3108.49
2019-11-22,13145.77,27831.23,8530.54,3111.41
2019-11-25,13247.51,27917.77,8559.65,3117.44
2019-11-26,13256.4,28080.75,8635.4,3134.85
2019-11-27,13291.09,28156.47,8669.59,3145.49
2019-11-28,13247.61,28156.47,8669.59,3145.49
2019-11-29,13179.25,28103.16,8682.01,3147.18
2019-12-02,13264.93,28109.74,8672.84,3143.85
2019-12-03,13039.61,27501.98,8460.72,3087.41
2019-12-04,12998.66,27634.63,8557.44,3103.5
2019-12-05,13144.38,27736.05,8587.93,3119.21
2019-12-06,13087.51,27839.68,8634.25,3134.62
2019-12-09,13147.57,27987.05,8650.86,3141.86
2019-12-10,13065.83,27900.65,8623.56,3135.36
2019-12-11,13075.43,27867.31,8631.12,3135.75
2019-12-12,13167.56,27898.34,8645.36,3141.23
2019-12-13,13383.26,28123.64,8713.91,3166.65
2019-12-16,13349.86,28191.67,8791.31,3183.63
2019-12-17,13391.27,28221.75,8829.47,3195.4
2019-12-18,13266.35,28291.44,8834.65,3195.21
2019-12-19,13226.7,28278.31,8838.97,3192.32
2019-12-20,13210.26,28608.64,8911.84,3223.33
2019-12-23,13304.77,28491.78,8950.2,3226.05
2019-12-24,13304.77,28572.57,8955.01,3225.45
2019-12-26,13304.77,28539.46,8970.21,3227.2
2019-12-27,13338.32,28675.34,9049.47,3247.23
2019-12-30,13301.43,28654.76,9004.45,3240.09
2019-12-31,13301.43,28414.64,8918.74,3215.18
2020-01-02,13233.71,28638.97,9039.46,3244.67
2020-01-03,13266.39,28553.33,8976.43,3226.36
2020-01-06,13085.49,28465.5,8943.5,3217.55
2020-01-07,13199.59,28639.18,9076.65,3241.86
2020-01-08,13140.49,28556.14,9068.03,3238.59
2020-01-09,13474.76,28851.97,9202.27,3266.03
2020-01-10,13533.46,28977.52,9232.94,3281.81
2020-01-13,13521.86,28869.01,9213.72,3271.13
2020-01-14,13439.2,28895.5,9270.61,3285.35
2020-01-15,13444.95,28901.8,9253.76,3282.27
2020-01-16,13463.46,29131.95,9313.44,3302.97
2020-01-17,13513.48,29313.31,9392.37,3323.66
2020-01-20,13503.83,29313.31,9392.37,3323.66
2020-01-21,13456.9,29269.05,9361.07,3321.03
2020-01-22,13601.65,29263.63,9413.61,3330.02
2020-01-23,13455.9,29111.02,9377.72,3315.77
2020-01-24,13512.84,29230.39,9446.2,3333.1
2020-01-27,13374.99,28542.49,9092.46,3247.16
2020-01-28,13274.01,28594.28,9201.82,3255.35
2020-01-29,13316.42,28820.53,9318.26,3289.46
2020-01-30,13186.49,28640.16,9211.15,3256.45
2020-01-31,13196.8,28813.04,9324.33,3282.33
2020-02-03,13033.17,28319.65,9190.72,3235.66
2020-02-04,13135.61,28696.74,9398.39,3280.61
2020-02-05,13224.27,29048.73,9574.1,3324.91
2020-02-06,13570.33,29388.58,9540.98,3344.92
2020-02-07,13530.77,29286.92,9526.64,3335.54
2020-02-10,13476.0,28995.66,9493.63,3318.28
2020-02-11,13604.74,29390.71,9680.89,3365.87
2020-02-12,13671.15,29406.75,9688.6,3370.5
2020-02-13,13695.93,29436.03,9657.04,3365.9
2020-02-14,13756.47,29440.47,9728.9,3378.08
2020-02-17,13770.67,29440.47,9728.9,3378.08
2020-02-18,13668.94,29282.78,9679.04,3369.04
2020-02-19,13751.05,29312.7,9782.81,3380.39
2020-02-20,13774.44,29296.25,9799.2,3380.45
2020-02-21,13609.94,29146.53,9708.01,3360.5
2020-02-24,13231.38,28402.93,9188.44,3257.61
2020-02-25,13132.04,28037.65,9301.2,3238.94
2020-02-26,12682.16,27159.46,9011.55,3139.9
2020-02-27,12526.6,26526.0,8744.03,3062.54
2020-02-28,11891.87,25270.83,8269.74,2916.9
2020-03-02,12030.27,25590.51,8667.14,2974.28
2020-03-03,12013.06,26762.47,8965.1,3096.46
2020-03-04,11992.59,26383.68,8834.1,3045.75
2020-03-05,12191.41,26671.92,8790.09,3075.7
2020-03-06,11694.56,25457.21,8469.01,2954.2
2020-03-09,10690.08,24992.36,7957.93,2863.89
2020-03-10,10724.98,24453.0,8219.76,2813.48
2020-03-11,10601.85,24604.63,8136.25,2825.6
2020-03-12,9863.99,22184.71,7398.58,2630.86
2020-03-13,9480.78,21973.82,7610.39,2569.99
2020-03-16,8728.48,20917.53,7392.73,2508.59
2020-03-17,9141.17,20487.05,6904.59,2425.66
2020-03-18,8613.35,20188.69,6902.32,2436.5
2020-03-19,8495.94,19830.01,6996.45,2393.48
2020-03-20,9080.49,20253.15,7248.07,2431.94
2020-03-23,8536.33,19028.36,6847.28,2290.71
2020-03-24,9242.06,19722.19,7196.15,2344.44
2020-03-25,9987.37,21050.34,7421.36,2457.77
2020-03-26,9621.24,21468.38,7462.21,2501.29
2020-03-27,9793.5,21898.47,7554.25,2555.87
2020-03-30,9725.88,21678.22,7583.46,2558.98
2020-03-31,9970.79,22208.42,7740.06,2614.69
2020-04-01,9610.67,21227.38,7459.5,2498.08
2020-04-02,9587.45,20819.46,7317.45,2458.54
2020-04-03,9535.27,21285.93,7477.27,2514.92
2020-04-06,9889.03,21693.63,7660.17,2578.28
2020-04-07,10464.11,23537.44,8129.99,2738.65
2020-04-08,10301.56,22893.47,7975.72,2685.0
2020-04-09,10490.65,23690.66,8169.01,2776.99
2020-04-13,10490.65,23698.93,8127.69,2782.46
2020-04-14,10733.97,23690.57,8353.21,2805.1
2020-04-15,10678.19,23600.72,8355.96,2795.64
2020-04-16,10420.26,23543.66,8479.11,2799.34
2020-04-17,10607.35,23817.15,8667.48,2842.43
2020-04-20,10704.35,24095.1,8553.38,2845.62
2020-04-21,10519.44,23365.25,8460.69,2784.81
2020-04-22,10370.25,23437.34,8434.55,2787.89
2020-04-23,10437.38,23543.09,8528.84,2810.42
2020-04-24,10299.31,23628.24,8530.08,2812.64
2020-04-27,10551.07,23866.15,8717.98,2854.65
2020-04-28,10658.47,24357.17,8825.68,2909.96
2020-04-29,10812.74,24490.37,8802.7,2918.46
2020-04-30,11195.21,24585.57,8911.01,2930.91
2020-05-01,11195.21,24120.78,8681.29,2869.09
2020-05-04,10543.36,23581.55,8555.32,2815.01
2020-05-05,10627.07,23958.88,8809.66,2868.88
2020-05-06,10716.51,23978.88,8874.7,2883.14
2020-05-07,10640.77,23837.21,8973.78,2878.26
2020-05-08,10882.44,24107.82,9056.89,2908.83
2020-05-11,10948.24,24256.45,9054.91,2915.46
2020-05-12,10777.74,24292.84,9225.15,2939.5
2020-05-13,10669.99,23702.16,9006.05,2865.86
2020-05-14,10418.04,23049.06,8788.04,2794.54
2020-05-15,10470.85,23454.83,8839.99,2829.95
2020-05-18,10683.86,24059.98,9177.15,2913.86
2020-05-19,11200.92,24577.48,9227.46,2948.59
2020-05-20,11029.33,24455.94,9305.62,2953.63
2020-05-21,11088.12,24564.27,9375.19,2969.95
2020-05-22,10896.28,24461.98,9278.55,2948.05
2020-05-25,11186.04,24461.98,9278.55,2948.05
2020-05-26,11488.99,24781.84,9501.21,3004.08
2020-05-27,11530.2,25298.63,9346.12,3015.65
2020-05-28,11746.78,25697.36,9392.99,3046.61
2020-05-29,11649.37,25324.15,9382.35,3025.17
2020-06-01,11649.37,25342.99,9471.42,3038.78
2020-06-02,11896.7,25582.52,9566.53,3064.78
2020-06-03,12147.12,25906.88,9651.86,3098.9
2020-06-04,12390.03,26226.49,9649.65,3111.56
2020-06-05,12565.16,26836.8,9703.54,3163.84
2020-06-08,12722.68,27232.93,9823.44,3199.92
2020-06-09,12859.83,27447.37,9867.19,3213.32
2020-06-10,12719.15,27251.89,10012.32,3213.42
2020-06-11,12223.42,26282.51,9791.24,3123.53
2020-06-12,11876.34,25659.42,9715.87,3071.04
2020-06-15,11661.36,25270.39,9426.9,2993.76
2020-06-16,12168.37,26326.68,9949.78,3131.0
2020-06-17,12312.44,26330.52,9943.31,3136.13
2020-06-18,12347.49,26016.45,9892.48,3101.64
2020-06-19,12375.18,26213.1,10042.13,3140.29
2020-06-22,12194.48,25865.08,9945.49,3094.42
2020-06-23,12360.09,26159.39,10130.83,3138.7
2020-06-24,12459.81,25992.96,10092.92,3114.4
2020-06-25,12102.25,25365.22,9899.36,3046.6
2020-06-26,12308.48,25641.69,9995.12,3073.2
2020-06-29,12090.41,25152.45,9771.72,3018.59
2020-06-30,12287.94,25512.43,9875.28,3050.2
2020-07-01,12391.72,25879.38,10063.67,3105.92
2020-07-02,12378.8,25936.45,10268.67,3143.64
2020-07-03,12644.6,25936.45,10268.67,3143.64
2020-07-06,12774.77,25996.08,10360.38,3155.29
2020-07-07,12660.09,26172.01,10412.46,3166.44
2020-07-08,12542.58,25950.06,10409.35,3153.07
2020-07-09,12639.17,26094.92,10563.72,3176.17
2020-07-10,12442.22,25690.35,10545.91,3152.47
2020-07-13,12817.19,26225.07,10729.92,3205.08
2020-07-14,12642.23,26044.17,10310.25,3141.11
2020-07-15,12812.11,27009.81,10576.72,3225.98
2020-07-16,12857.3,26746.57,10443.87,3208.36
2020-07-17,12915.27,26774.62,10500.52,3224.21
2020-07-20,12898.11,26660.29,10526.02,3224.29
2020-07-21,13194.93,26833.14,10837.88,3268.52
2020-07-22,13165.29,26824.56,10687.58,3254.86
2020-07-23,13183.5,26955.97,10689.5,3271.64
2020-07-24,12919.31,26533.41,10294.41,3218.58
2020-07-27,12865.75,26447.67,10421.7,3219.84
2020-07-28,12886.23,26529.45,10509.2,3234.27
2020-07-29,12819.63,26388.44,10474.7,3227.22
2020-07-30,12762.12,26367.42,10450.12,3231.76
2020-07-31,12403.1,26409.33,10741.47,3270.45
2020-08-03,12374.46,26542.32,10848.64,3288.26
2020-08-04,12744.13,26664.61,10897.89,3289.92
2020-08-05,12667.12,26924.78,10967.87,3317.37
2020-08-06,12664.55,27170.82,10989.98,3323.17
2020-08-07,12634.79,27321.68,11072.53,3340.05
2020-08-10,12729.1,27488.21,11033.73,3356.04
2020-08-11,12806.97,27961.64,10942.66,3370.34
2020-08-12,12917.34,27860.24,10878.11,3355.46
2020-08-13,13044.47,27922.51,11026.86,3372.95
2020-08-14,12965.22,27828.93,11042.24,3368.66
2020-08-17,12924.88,27970.05,11083.25,3380.86
2020-08-18,12836.87,27853.48,11170.75,3387.04
2020-08-19,12838.63,27811.26,11214.8,3392.51
2020-08-20,12829.39,27622.68,11096.4,3360.48
2020-08-21,12879.45,27758.13,11258.44,3386.01
2020-08-24,12945.97,28077.58,11449.25,3418.09
2020-08-25,13136.77,28347.42,11370.23,3435.95
2020-08-26,13041.83,28257.88,11516.62,3449.97
2020-08-27,13206.58,28384.07,11688.19,3485.14
2020-08-28,13140.6,28601.29,11689.28,3494.69
2020-08-31,13103.93,28643.66,11718.81,3509.73
2020-09-01,13037.2,28439.61,11850.96,3507.44
2020-09-02,13071.66,28736.79,12047.26,3543.76
2020-09-03,13354.72,29090.7,11861.9,3564.74
2020-09-04,12916.12,28341.05,11396.24,3453.6
2020-09-07,12931.4,28341.05,11396.24,3453.6
2020-09-08,13126.23,27925.23,10900.69,3371.88
2020-09-09,12990.52,27711.71,11064.76,3369.82
2020-09-10,13265.51,28022.51,11235.53,3412.56
2020-09-11,13198.74,27613.86,11010.07,3352.7
2020-09-14,13329.61,27718.74,11010.14,3363.56
2020-09-15,13220.81,28139.76,11193.96,3407.73
2020-09-16,13224.16,28031.69,11222.08,3411.23
2020-09-17,13060.18,27834.18,10796.05,3346.86
2020-09-18,13210.86,27864.87,10973.45,3357.38
2020-09-21,12998.9,27484.71,10610.14,3285.57
2020-09-22,12629.71,27170.34,10873.3,3295.75
2020-09-23,12737.32,27413.6,10950.83,3320.11
2020-09-24,12520.47,26716.09,10551.02,3226.14
2020-09-25,12615.91,26694.51,10680.46,3236.66
2020-09-28,12673.73,27362.14,11084.38,3333.9
2020-09-29,12817.79,27560.24,11109.0,3350.92
2020-09-30,12754.77,27514.64,11092.9,3341.21
2020-10-01,12812.08,27940.63,11291.99,3385.87
2020-10-02,12558.78,27536.39,11082.53,3338.94
2020-10-05,12824.05,27825.42,11169.1,3367.27
2020-10-06,12858.97,28214.24,11314.53,3408.74
2020-10-07,12901.29,27971.36,11271.68,3384.56
2020-10-08,13011.23,28348.86,11443.35,3434.28
2020-10-09,13070.04,28533.61,11487.6,3459.67
2020-10-12,13086.06,28671.12,11732.33,3500.02
2020-10-13,13132.9,28764.95,11901.76,3534.01
2020-10-14,13012.69,28731.3,11889.07,3515.47
2020-10-15,12826.13,28323.4,11559.88,3453.72
2020-10-16,12773.35,28570.72,11761.83,3493.5
2020-10-19,12948.63,28633.55,11732.34,3493.66
2020-10-20,12819.15,28245.85,11531.83,3439.38
2020-10-21,12764.45,28270.66,11530.39,3439.91
2020-10-22,12429.41,28197.42,11526.98,3438.5
2020-10-23,12517.98,28409.65,11536.0,3464.9
2020-10-26,12303.41,28185.82,11440.64,3441.42
2020-10-27,12206.42,27651.18,11409.34,3403.15
2020-10-28,11848.31,27102.14,11230.9,3342.48
2020-10-29,11631.07,26480.98,11064.47,3277.17
2020-10-30,11472.61,26572.27,11103.47,3293.59
2020-11-02,11644.15,26691.28,11010.45,3296.2
2020-11-03,11858.81,27138.69,11038.66,3336.25
2020-11-04,11896.11,27512.83,11443.77,3406.46
2020-11-05,12420.88,28083.37,11816.33,3485.74
2020-11-06,12531.74,28399.13,11869.9,3508.34
2020-11-09,12713.19,29467.9,12046.66,3583.04
2020-11-10,13109.77,29254.17,11622.44,3543.26
2020-11-11,13205.95,29524.35,11656.65,3563.22
2020-11-12,13073.48,29231.91,11802.5,3562.67
2020-11-13,13036.97,29203.9,11794.94,3552.57
2020-11-16,13170.52,29672.36,11847.11,3600.16
2020-11-17,13130.54,29800.15,11913.35,3610.31
2020-11-18,13086.43,29875.4,11896.06,3612.09
2020-11-19,13101.71,29370.92,11779.03,3559.41
2020-11-20,13054.64,29437.57,11892.7,3579.31
2020-11-23,13215.44,29332.82,11916.76,3566.82
2020-11-24,13254.42,29746.11,11939.33,3594.52
2020-11-25,13346.77,30058.87,12053.89,3635.5
2020-11-26,13315.21,30058.87,12053.89,3635.5
2020-11-27,13280.51,29911.33,12159.18,3638.55
2020-11-30,13270.51,29854.51,12224.25,3634.18
2020-12-01,13371.66,29797.5,12313.36,3645.87
2020-12-02,13341.91,29695.09,12285.75,3653.78
2020-12-03,13304.83,29920.83,12369.26,3668.28
2020-12-04,13230.61,29989.56,12399.32,3670.94
2020-12-07,13255.78,30233.03,12461.0,3694.73
2020-12-08,13248.02,29997.95,12503.17,3683.05
2020-12-09,13344.14,30229.81,12591.68,3705.98
2020-12-10,13341.68,30032.55,12247.55,3659.13
2020-12-11,13255.24,29988.21,12336.79,3656.08
2020-12-14,13224.26,30123.91,12447.44,3675.27
2020-12-15,13216.49,29919.09,12543.26,3666.41
2020-12-16,13416.29,30191.38,12611.04,3696.25
2020-12-17,13691.49,30216.0,12730.78,3713.65
2020-12-18,13649.66,30314.26,12804.93,3722.39
2020-12-21,13398.22,30159.0,12596.14,3684.28
2020-12-22,13311.02,30200.2,12785.22,3698.08
2020-12-23,13456.63,30046.73,12834.94,3693.42
2020-12-24,13456.63,30155.92,12791.54,3694.03
2020-12-28,13779.05,30283.23,12914.64,3723.03
2020-12-29,13873.35,30492.07,12965.39,3750.01
2020-12-30,13750.99,30415.09,12906.51,3736.19
2020-12-31,13750.99,30417.64,12877.09,3733.27
2021-01-04,13890.22,30627.47,12958.52,3764.61
2021-01-05,13680.69,30204.25,12665.65,3698.02
2021-01-06,13687.08,30362.78,12666.15,3712.2
2021-01-07,13946.53,30901.18,12867.34,3764.71
2021-01-08,14106.6,31069.58,13160.21,3815.05
2021-01-11,13986.42,31015.37,13048.78,3803.14
2021-01-12,13985.89,31015.01,13062.06,3801.62
2021-01-13,13899.06,31084.88,13088.01,3802.23
2021-01-14,13973.77,31085.67,13174.75,3814.98
2021-01-15,13904.3,30926.77,13099.89,3788.73
2021-01-18,13701.98,30926.77,13099.89,3788.73
2021-01-19,13935.93,30887.42,13132.73,3781.88
2021-01-20,13848.77,31017.54,13342.55,3816.22
2021-01-21,13997.78,31198.01,13521.48,3857.46
2021-01-22,13858.05,31141.56,13474.8,3844.24
2021-01-25,13943.96,30989.85,13681.21,3851.68
2021-01-26,13687.39,30968.55,13681.72,3862.96
2021-01-27,13827.47,30893.78,13486.58,3836.83
2021-01-28,13500.64,30377.19,13323.29,3755.75
2021-01-29,13474.2,30553.91,13284.72,3778.05
2021-02-01,13559.94,30054.73,13226.18,3731.17
2021-02-02,13724.12,30276.88,13543.1,3791.84
2021-02-03,13986.72,30689.65,13718.31,3840.27
2021-02-04,13971.94,30737.78,13674.06,3836.66
2021-02-05,14061.69,31093.81,13824.88,3878.3
2021-02-08,14156.84,31191.2,13937.06,3892.59
2021-02-09,14055.6,31359.88,13966.82,3910.49
2021-02-10,14063.12,31428.02,14093.35,3920.78
2021-02-11,13958.39,31466.49,14045.21,3916.4
2021-02-12,13976.13,31420.8,13979.21,3911.65
2021-02-15,14109.07,31420.8,13979.21,3911.65
2021-02-16,14105.13,31472.08,14152.21,3939.61
2021-02-17,14028.1,31485.61,13911.65,3918.5
2021-02-18,13926.84,31558.6,13814.67,3915.86
2021-02-19,13941.4,31504.13,13929.2,3921.16
2021-02-22,13858.56,31381.12,13714.2,3885.55
2021-02-23,13984.98,31501.89,13262.61,3857.07
2021-02-24,13855.85,31499.75,13400.25,3873.71
2021-02-25,14045.02,31955.94,13512.64,3915.8
2021-02-26,13685.8,31401.29,13232.9,3839.66
2021-03-01,13962.43,31065.9,13406.16,3842.51
2021-03-02,13962.07,31535.37,13599.45,3903.64
2021-03-03,14130.86,31352.96,13336.25,3863.99
2021-03-04,14015.44,31289.01,12953.99,3818.53
2021-03-05,13958.54,31029.18,12860.04,3793.58
2021-03-08,14024.57,31512.15,12904.26,3844.39
2021-03-09,14345.51,31892.35,12923.07,3851.93
2021-03-10,14438.5,31892.35,12923.07,3851.93
