date,bitcoin,ethereum,litecoin,xrp
2016-09-21,2345.848158,56.678624,14.73567215,0.02627932125
2016-09-22,2299.334722,52.828174,14.5238974,0.02620231225
2016-09-23,2293.4435335,50.286877,14.46614065,0.0263678816
2016-09-24,2321.513314,51.442012,14.6779154,0.02849333
2016-09-25,2320.2426655,49.593796000000005,14.62785955,0.0288783749999999
2016-09-26,2316.0071705,50.20986799999999,14.6240091,0.0314427746999999
2016-09-27,2335.451943,49.28576,14.8165316,0.029648465
2016-09-28,2331.3319615,50.4023905,14.79727935,0.03236303225
2016-09-29,2328.2516015,51.0184625,14.7780271,0.0333757006
2016-09-30,2328.367115,50.4023905,14.7934289,0.03502754365
2016-10-01,2341.612663,50.902949,14.7395226,0.03311387
2016-10-02,2361.9045345,50.6334175,14.754924399999998,0.0307342919
2016-10-03,2351.4313105,50.7874355,14.76647575,0.0306110775
2016-10-04,2354.93522,51.827057,14.7395226,0.0314543260499999
2016-10-05,2344.770032,51.133976,14.7395226,0.03003351
2016-10-06,2355.7823190000004,50.0943545,14.7703262,0.0279388652
2016-10-07,2352.5094365,49.362769,14.72027035,0.0288629732
2016-10-08,2371.9927135,48.823706,14.8011298,0.0283624147
2016-10-09,2378.2304425,47.129508,14.7241208,0.0286704507
2016-10-10,2370.9915965,46.436427,14.65096225,0.0286858525
2016-10-11,2376.8442805,45.088769500000005,14.52774785,0.0310500288
2016-10-12,2466.0207025,45.050265,14.65866315,0.0300874163
2016-10-13,2448.8476955,45.127274,14.61245775,0.0304994144499999
2016-10-14,2447.34602,46.590445,14.93589555,0.03073044145
2016-10-15,2456.279064,45.820355,14.91279285,0.031265654
2016-10-16,2452.8521635,45.8588595,14.862737,0.0307997495499999
2016-10-17,2464.750054,45.743346,14.87428835,0.0309191135
2016-10-18,2454.1613165,46.128391,14.785728,0.031111636
2016-10-19,2446.344903,48.130625,14.68946675,0.0323437799999999
2016-10-20,2422.164077,46.128391,14.58935505,0.03300220695
2016-10-21,2419.391753,46.2054,14.52004695,0.03542414
2016-10-22,2427.5162025,46.5519405,14.64326135,0.0350313941
2016-10-23,2523.892966,46.5519405,14.82808295,0.034191996
2016-10-24,2514.4593635,46.128391,14.95129735,0.03428055635
2016-10-25,2504.6792205,45.6278325,14.80498025,0.034114987
2016-10-26,2506.64295,43.664103,14.83578385,0.0342767059
2016-10-27,2597.7831015,44.280175,15.10531535,0.0337838483
2016-10-28,2627.162035,43.8566255,15.3401928,0.0319202305
2016-10-29,2642.332808,42.662986,15.20542705,0.03003351
2016-10-30,2752.8792275,39.736644,15.6097243,0.0297716794
2016-10-31,2684.8032715,43.1635445,15.2631838,0.03089216035
2016-11-01,2690.1939015,42.0854185,15.2631838,0.03072274055
2016-11-02,2798.353042,41.2383195,15.644378349999998,0.0309114126
2016-11-03,2824.3435795,41.58486,15.7175369,0.03166995125
2016-11-04,2637.0576915,41.969905,14.7395226,0.03136191525
2016-11-05,2703.323936,42.7784995,14.85888655,0.03157369
2016-11-06,2703.4394495,42.508968,14.85118565,0.0316121945
2016-11-07,2733.4729595,41.892896,14.89739105,0.0310731315
2016-11-08,2716.10743,41.8543915,14.7934289,0.0318047169999999
2016-11-09,2737.284905,41.738878,14.7241208,0.0318162683499999
2016-11-10,2777.791639,41.0843015,14.8088307,0.03149283055
2016-11-11,2751.4160565,40.660752,14.6471118,0.03139271885
2016-11-12,2752.9562365,39.62113049999999,14.6471118,0.03088445945
2016-11-13,2711.7564215,38.04629645,14.44303795,0.03122329905
